created_at,pH,Relative_Humidity,Temperature,EC,N,P,K,temp,humidity
2023-02-07 00:00:00+05:30,2.9,70,18.3,99,146,10,14,17.7,45.25
2023-02-07 01:00:00+05:30,2.9,70,18.3,99,146,10,14,16.3,48.1
2023-02-07 02:00:00+05:30,2.9,70,18.3,99,146,10,14,15.8,48.63
2023-02-07 03:00:00+05:30,2.9,70,18.3,99,146,10,14,15,50.49
2023-02-07 04:00:00+05:30,2.9,70,18.3,99,146,10,14,14.1,53.51
2023-02-07 05:00:00+05:30,2.9,70,18.3,99,146,10,14,13.2,57.53
2023-02-07 06:00:00+05:30,2.9,70,18.3,99,146,10,14,12.5,60.65
2023-02-07 07:00:00+05:30,2.9,70,18.3,99,146,10,14,12.1,63.13
2023-02-07 08:00:00+05:30,2.9,70,18.3,99,146,10,14,11.7,65.73
2023-02-07 09:00:00+05:30,2.9,70,18.3,99,146,10,14,11.3,67.49
2023-02-07 10:00:00+05:30,2.9,70,18.3,99,146,10,14,10.7,69.75
2023-02-07 11:00:00+05:30,2.9,70,18.3,99,146,10,14,10.5,70.68
2023-02-07 12:00:00+05:30,2.9,70,18.3,99,146,10,14,10.2,71.12
2023-02-07 13:00:00+05:30,2.9,70,18.3,99,146,10,14,14.1,74.66
2023-02-07 14:00:00+05:30,2.9,70,18.3,99,146,10,14,12.5,62.36
2023-02-07 15:00:00+05:30,2.9,70,18.3,99,146,10,14,16.4,49.14
2023-02-07 16:00:00+05:30,2.9,70,18.3,99,146,10,14,21.7,41.06
2023-02-07 17:00:00+05:30,2.9,70,18.3,99,146,10,14,20.7,43.07
2023-02-07 18:00:00+05:30,2.9,70,18.3,99,146,10,14,22.3,38.78
2023-02-07 19:00:00+05:30,2.9,70,18.3,99,146,10,14,23.9,26.31
2023-02-07 20:00:00+05:30,2.9,70,18.3,99,146,10,14,23.6,33.02
2023-02-07 21:00:00+05:30,2.9,70,18.3,99,146,10,14,23.5,31.21
2023-02-07 22:00:00+05:30,2.9,70,18.3,99,146,10,14,21.2,42.41
2023-02-07 23:00:00+05:30,2.9,70,18.3,99,146,10,14,18.9,44.05
2023-02-08 00:00:00+05:30,2.9,70,18.3,99,146,10,14,15.8,41.67
2023-02-08 01:00:00+05:30,2.9,70,18.3,99,146,10,14,14.3,41.23
2023-02-08 02:00:00+05:30,2.9,70,18.3,99,146,10,14,13.2,42.42
2023-02-08 03:00:00+05:30,2.9,70,18.3,99,146,10,14,12.2,45.29
2023-02-08 04:00:00+05:30,2.9,70,18.3,99,146,10,14,11.4,48.09
2023-02-08 05:00:00+05:30,2.9,70,18.3,99,146,10,14,10.8,48.27
2023-02-08 06:00:00+05:30,2.9,70,18.3,99,146,10,14,10.4,48.86
2023-02-08 07:00:00+05:30,2.9,70,18.3,99,146,10,14,10.3,48.47
2023-02-08 08:00:00+05:30,2.9,70,18.3,99,146,10,14,10.2,48.1
2023-02-08 09:00:00+05:30,2.9,70,18.3,99,146,10,14,9.9,48.36
2023-02-08 10:00:00+05:30,2.9,70,18.3,99,146,10,14,9.5,48.96
2023-02-08 11:00:00+05:30,2.9,70,18.3,99,146,10,14,9.5,49.68
2023-02-08 12:00:00+05:30,2.9,70,18.3,99,146,10,14,9.1,51.03
2023-02-08 13:00:00+05:30,2.9,70,18.3,99,146,10,14,11.1,83.08
